상품명,Cupping Note 향미,Cupping Note 산미,Cupping Note 단맛,Cupping Note 바디감,Cupping Note 밸런스,Roasting Point,origin,text,로스터리,평점,리뷰 수
블렌드 애플 레드,,8,10,4,,4.0,"브라질, 콜롬비아, 에티오피아","단맛과 고소함, 산미 어느 하나 빠지지 않는 밸런스 좋은 커피입니다. 사과처럼 강하지 않고 부드러운 산미가 특징인 애플 레드는 어떤 메뉴, 어떤 디저트와 함께해도 어울리는 만능 블렌드입니다. 비정제 설탕의 감칠맛과 밀크 초콜릿처럼 단맛과 쌉쌀함의 부드러운 조화가 하루를 특별하게 만들어줍니다. 특별하지만 튀지 않는 담백한 매력을 가진 달콤한 커피입니다.",리프커피,,
문라이트 블렌드,,2,8,8,,7.0,"콜롬비아, 케냐","""Moonlight"" 어두운 밤 하늘에 은은히 빛나는 달빛을 닮았습니다. 어둡지만 달달한 초콜릿스러운 바탕에 바닐라의 기분 좋은 여운이 은은하게 퍼지며 지친 하루의 끝에 달달하고 편안한 밤을 선물합니다.",간결 커피 로스터스,,
에티오피아 구지 라요 타라가 워시드,,8,6,6,,4.0,에티오피아,오렌지의 달콤함 뒤에 따라오는 꽃향기의 여운이 느껴집니다.,리밀커피,,
피치 슬럽 블렌드,,6,8,4,,4.0,"에티오피아, 콜롬비아",핵과류의 산미와 과일의 단 맛이 나는 커피 입니다.,슬러핀 커피,,
44도 블렌드,,2,8,8,,7.0,"브라질, 콜롬비아, 과테말라, 에티오피아",먹었을 때 느껴지는 초콜릿티한 맛과 어우러지는 호두같은 고소함이 매력적입니다. 또한 커피를 먹고 남는 여운은 스모키한 향과 맛이 기억에 남아 맛있게 먹을수 있는 커피입니다.,55도 커피로스터스,,
에티오피아 G2 시다모 SW 디카프,,6,6,4,,5.0,에티오피아,다크초콜릿 같은 달콤쌉싸름한 맛에 오렌지과 산미가 은은하게 개성을 더합니다.,디카프워크룸,,
레이크 맥켄지,,6,6,6,,5.0,"에티오피아, 과테말라",열대과일을 연상시키는 복합적인 산미와 깨끗하고 부드러운 사탕수수의 단맛,프레이저 커피,,
룰라바이,,6,10,4,,5.0,"멕시코, 콜롬비아","감귤의 시트러스한 단맛을 바탕으로 시나몬과 고구마, 후미에는 꿀의 깊은 맛이 입 안에 남습니다.",영앤도터스,,
극야 블렌드,,2,8,10,,7.0,"브라질, 에티오피아, 과테말라","매일 즐기기 좋은 커피. 강한 쓴맛과 탄내가 없는 다크 로스팅 커피입니다. 다크 초콜릿, 구운 견과류와 무거운 바디감을 가진 커피입니다.",오프사이트,,
브라질 캄포 알레그레,,6,8,8,,5.0,브라질,웨이브온 그린빈 파이오니어팀에서 직접 수입한 브라질 스페셜티 커피인 캄포 알레그레는 다년간 수상 경력의 농장주 Henrique씨가 네추럴 가공한 커피로 다채로운 맛에 깔끔한 클린컵까지 가진 스페셜티 등급의 커피로 여러분을 새로운 커피의 세계로 인도할 커피입니다.,웨이브온 커피,,
Seasonal Blend,,8,8,6,,4.0,"콜롬비아, 과테말라, 에티오피아",FELT가 제안하는 계절감입니다. 잘 익은 과일의 맛과 향에 카라멜 같은 단맛이 조화를 이룹니다. 실크 같은 감촉으로 입안에 닿는 에스프레소 블렌드입니다.,펠트,,
램블 블렌드,,8,8,4,,4.0,"에티오피아, 에티오피아","브루잉으로 드시면 차(Tea)를 연상케 하는 깨끗함을, 에스프레소 추출을 통해 즐기시면 커피 본연의 상큼하고 달콤함을 즐기실 수 있습니다. 커피 본연의 과일의 향미, 밝은 산미와 깨끗한 단맛을 느낄수 있는 502커피로스터스의 시그니처 블렌드!",502 커피로스터스,,
1st WAVE : Supply,,2,6,8,,7.0,"브라질, 인도네시아",묵직한 단맛과 카카오의 쓴맛이 입안을 가득 채웁니다.,뉴웨이브 커피로스터스,,
Blend N.1,,6,10,6,,2.0,"에티오피아, 에티오피아, 코스타리카",스탠딩커피의 첫번째 시그니처 블렌드. 바닐라의 단맛을 기반으로 과일의 향과 맛이 매력적인 커피입니다.,스탠딩커피,,
아이올라이트 블렌드,,4,8,8,,6.0,"코스타리카, 과테말라, 콜롬비아",와이니한 목 넘김과 함께 다크 초콜릿과 구운 견과류의 진한 풍미가 고급스럽습니다. 입 안에서 느껴지는 질감과 남는 여운이 좋은 커피입니다.,필리그리커피,,
다크초콜릿 블렌드,,2,8,10,,7.0,"브라질, 콜롬비아, 인도",다크로스팅 특유의 진한 느낌과 쌉싸름함이 느껴지지만 쓰지않고 깨끗한 단맛이 특징입니다.,180커피로스터스,,
과테말라 산타펠리사 블루제이드,,4,8,6,,5.0,과테말라,"부드러운 바닐라빈의 향과 함께 깊고 진하게 숙성한듯한 오크향이 함께 입안 가득 퍼지며, 바나나의 산미와 달콤함이 같이 느껴지는 고혹스러운 커피입니다. 밸런스 자체도 워낙 뛰어나며 과테말라 커피이지만, 에티오피아 특유의 깔끔함과 향긋함을 느낄 수 있는 커피 산미가 있는 커피보다는, 단맛의 밸런스가 좋은 커피로, 너무 쓰지 않고 산미가 튀지도 않아 매...",커스프 커피,,
발렌타인,,4,6,10,,6.0,"인도네시아, 코스타리카","다크 초콜릿의 쌉싸름함과 단맛이 뛰어나고, 뒤에서 느껴지는 스모크함이 개성 있게 느껴지는 블렌드입니다. * 이일용 로스터의 한마디 * 커넥츠커피 합정점, 망원점에서 사용하고 있는 원두입니다. 5년동안 시장에서 확실한 검증을 거쳤고 오래 사랑받은 블렌드라고 말씀드릴 수 있습니다. 어두운 타입의 원두를 선호하면서도 향이 풍성하길 원하시는 분들이라면 분명...",커넥츠커피,,
봄의 제전,,8,10,10,,5.0,"에티오피아, 에티오피아","꽃향기도 느껴지고, 섬세하고도 달콤한 생기가 느껴지는 커피입니다. 새콤달콤하고 활기가 넘치는 신맛과 잼 같은 풍부하고 끈적하지만 탄력성 있는 촉감을 경험할 수 있습니다.",나무사이로,,
빈야도르 블렌드,,8,8,4,,2.0,"콜롬비아, 에티오피아","부드러운 촉감과 은은한 산미가 인상적인 블렌드입니다. 복합적인 과일향과 기분좋은 산미, 부드러운 단맛의 조화를 느껴보세요.",싸인포스트커피,,
골든에라,,4,10,8,,6.0,"콜롬비아, 에티오피아, 코스타리카",늘 편하게 마실 수 있는 언더프레셔 시그니쳐 블렌드 입니다. 원두 자체의 풍부한 단맛을 중심으로 체리캔디의 향미와 균형감있는 바디가 특징입니다.,언더프레셔,,
코스타리카 세로 산루이스 라 아만다 카투아이 화이트허니,,6,8,6,,4.0,코스타리카,청포도같은 산미와 헤이즐넛초콜릿같은 고소한 단맛이 좋은 커피입니다.,카페소소한사치,,
에티오피아 모모라 내추럴,,8,10,6,,2.0,에티오피아,"꿀, 살구 , 딸기 , 브랜디,복숭아,자스민 베리류 같은 화사함을 찾으시면 추천드립니다.",카페플롬,,
"아그로페쿠아리아 아리비카 FT, 볼리비아",,8,8,6,,2.0,볼리비아,"아몬드, 레몬캔디, 코코아,건포도",땡큐로스터스,,
콜롬비아 비야라조 시나몬,,6,8,6,,4.0,콜롬비아,"츄러스, 시나몬의 향과 카라멜, 흑설탕의 단맛이 좋은 커피입니다.",오프사이트,,
르완다 키테시 #3,,2,10,6,,4.0,르완다,"토마티요, 카모마일, 통카 빈 과실향이 가득하면서 균형감이 좋은 커피입니다.",보난자커피 코리아,,
코스타리카 로스 토노스,,4,6,4,,4.0,코스타리카,베르가못의 향과 머루의 맛 오미자차가 떠오를 정도의 복합적인 맛과 향,UFO 커피로스터스,,
라까프 필터 블렌드,,6,8,6,,5.0,"Hadjim, Vuong","다크초콜릿의 맛과 부드러운 텍스쳐, 설탕에 조린 레몬 껍질의 산미가 은은하게 느껴지는 발란스 좋은 필터커피용 블렌드입니다.",라까프,,
과테말라 SHB 스위스워터 디카페인,,4,8,8,,6.0,GUATEMALA,"곡물향, 달콤한 카라멜향, 쌉쌀하면서 부드러운 맛",리프커피,,
케냐 AA 워시드,,8,8,6,,2.0,케냐,자몽과 라임 그리고 토마토의 향미가 조화롭게 어울려 상큼하고 부드러운 커피입니다. 밸런스가 좋으며 매우 깔끔합니다.,브니엘 커피로스터스,,
노네임블렌드,,4,8,6,,6.0,"콜롬비아, 브라질, 인도","견과류 고소함과 다크 초코의 단맛 밸런스가 좋고, 크림 음료들과도 잘 어우러져요.",수수커피,,
몬스테라,,8,8,6,,5.0,"케냐, 에티오피아","식물학 커피의 시그니처 블렌드인 몬스테라는 잘 익은 베리류의 풍미와 클린한 애프터를 느끼실 수 있는 블렌드 입니다. 기분 좋은 적당한 산미와 단맛 그리고 깔끔함이 특징입니다. 커피를 자주 즐기시고 좋아하시는 분들에게 추천합니다. 커피의 산미와 우유의 고소함이 잘 어우러져 라떼류와 잘 어울리는 커피라 생각하고, 커피를 처음 접하는 분들도 거부감 없이 ...",식물학 커피로스터스,,
딥씨 블렌드,,6,8,6,,5.0,"콜롬비아, 에티오피아, 과테말라",낮은 톤의 은은한 산미와 초콜릿의 깊은 여운을 가진 딥씨는 브루잉부터 에스프레소까지 어떤 종류의 추출에도 잘 어울리는 커피로 균형잡힌 맛과 향을 가지고 있습니다.,502 커피로스터스,,
케냐 곤도 AA TOP 워시드,,6,8,6,,4.0,케냐,포도와 블랙베리의 과일 톤과 깔끔하고 진한 단맛 뒤에 느껴지는 은은한 꽃 향의 여운이 좋은 케냐 커피입니다.,필리그리커피,,
바이올렛 블렌드,,8,8,6,,4.0,"에티오피아, 콜롬비아","말린 건포도의 단맛과 오렌지의 기분좋은 산미, 그리고 카라멜 에프터 테이스트가 느껴져요.",180커피로스터스,,
와이칸,,8,10,6,,6.0,웨웨테낭고,"깨끗한 질감과 단맛이 아주 좋고 견과류의 고소함, 초콜릿·카카오닙스처럼 달콤쌉싸름한 마무리가 좋습니다.",나무사이로,,
어텀 블렌드,,4,8,6,,5.0,"과테말라, 콜롬비아, 브라질","CUSP의 가장 밸런스 좋은 블렌드 커피로서, 입안 가득 퍼지는 가을 견과의 맛과 향이 기분 좋게 퍼질 때 느껴지는 달달한 밀크 초콜릿의 감칠맛이 감히 밸런스의 정석이라고 말할 수 있는 블렌드 커피입니다. 너무 쓰지도, 산미가 있지도 않는 호불호 없는 커피로서 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.",커스프 커피,,
에티오피아 모모라 내추럴 구지 G1,,8,8,6,,4.0,에티오피아,2000M 고지대에 위치한 모모라 농장은 비옥한 토양과 최적의 기후를 자랑합니다. 여기에 농부들의 열정과 기술력이 더해져서 최고의 모모라 커피가 생산됩니다. 뛰어난 과일 향미와 단맛이 인상적인 커피입니다.,커넥츠커피,,
과테말라 웨웨테낭고 SHB 디카페인,,4,8,6,,6.0,과테말라,군고구마의 달콤함을 닮은 깨끗한 맛의 디카페인 커피입니다,싸인포스트커피,,
콜롬비아 비야라조 민트,,6,6,6,,4.0,콜롬비아,"향기로운 민트와 꽃향기, 레몬그라스의 산미, 홍차같은 바디감의 커피입니다.",오프사이트,,
핀카 엘피날 린다 비스타 게이샤,,8,8,6,,2.0,Jalapa,"잘 익어 더욱 맛있는 과일의 산미, 달콤한 후미와 깨끗하면서도 산뜻함은 그야말로, 독보적입니다.",수수커피,,
안티구아 우나뿌 과테말라,,4,8,6,,2.0,사카테페케스주 안티구아,"노트: 애플주스, 카라멜, 다크초콜렛, 풀바디, 밸런스",땡큐로스터스,,
Parachute (패러슈트),,4,10,6,,5.0,"콜롬비아, 과테말라",고소한 견과류와 브라운슈가의 단맛 후미에 남는 카카오가 매력적인 원두,UFO 커피로스터스,,
밝은 블렌드,,8,8,6,,4.0,"브라질, 에티오피아",달콤한 과일의 산미와 카라멜의 단맛 고소한 후미가 느껴지는 블렌드입니다.,카페소소한사치,,
콜롬비아 후일라 수프리모,,6,8,8,,6.0,콜롬비아,"은은한 산미와 볶은 견과류의 고소한 느낌,밀크 초콜렛 같은 단맛이 조화롭습니다. 묵직한 바디감과 밸런스가 좋은 커피 입니다.",식물학 커피로스터스,,
헥사 블렌드,,6,6,8,,6.0,"인도, 과테말라, 콜롬비아, 에티오피아","헥사는 밸런스에 초점을 맞춘 하우트커피의 시그니처 블렌드입니다. 진한 초콜릿향, 농후한 단맛, 부드러운 산미, 고급스러운 바디감과 실키함까지 커피가 가진 다양한 매력을 만나보세요.",하우트 커피컴퍼니,,
CLASSIC BLEND,,6,8,6,,7.0,"과테말라, 에티오피아","클래식 블렌드는 황설탕의 단맛, 초콜릿 향미, 카카오 닙스같은 쌉싸름함에 은은한 산미까지 느낄 수 있는 커피입니다. 대중적인 취향에 맞춘 부드러운 단맛 베이스의 커피입니다.",한국커피,,
콜롬비아 엘 엔칸토 레드 펀치,,8,8,6,,4.0,콜롬비아,"딸기 웨하스 과자를 연상케 하는 느낌의 커피입니다. 따뜻하게 마시면 포근하면서 단맛이 좋게, 아이스로 마시면 상큼한 주스의 맛을 느낄 수 있습니다.",필리그리커피,,
숲,,8,10,8,,5.0,"에티오피아, 온두라스, 브라질","숲 블렌드는 마치 숲에 들어온 듯한 느낌을 줍니다. 달고나의 달콤 쌈싸름한 맛, 레몬, 민트의 싱그러운 느낌이 조화를 이룹니다. 깊고 묵직하고 달콤하고 시원한 숲 속 공기를 상상해 보세요.",나무사이로,,
에티오피아 예가체프 첼바 쿠멜라초 G1,,8,10,4,,2.0,에티오피아,청포도와 딸기의 향이 균형감있고 달콤하고 실키한 바디감을 갖고 있습니다. 잘 익은 과일의 맛과 향미를 느낄 수 있습니다.,싸인포스트커피,,
에티오피아 예가체프 아리차 G1 워시드,,8,8,6,,2.0,에티오피아,"마치 과즙 풍부한 자두를 한 입 베어문듯한 달콤함 속에 조화롭게 퍼지는 새콤한 라즈베리의 산미 묵직한 레드와인과 같은 바디감이 따뜻한 커피로 즐기기도 좋지만, 무더운 여름날 아이스로 세팅하기 정말 좋은 커피입니다. 에티오피아 아리차 농장에서 생산되는 커피 중 가장 품질이 우수한 커피를 선별하여 품질과 맛 또한 믿고 즐기실 수 있는 커피입니다. 산미중...",커스프 커피,,
율 디캐프,,4,6,4,,2.0,"콜롬비아, 과테말라","구수한 녹차, 홍차, 블랙 슈가의 늬앙스를 낮에도 밤에도 부담없이 즐길 수 있는 디카페인 커피입니다.",180커피로스터스,,
과테말라 와이칸 워시드,,6,8,6,,4.0,우에우에테낭고,"바닐라, 베리, 오렌지, 밀크초콜릿의 향미가 조화로워 편하게 내려마시기 좋은 커피입니다.",카페소소한사치,,
과테말라 엘 소코로 산 로렌조 스페셜티,,2,8,8,,6.0,San Jeronimo Baja Verapaz,과테말라를 대표하는 엘 소코로 농장주가 소유한 또 다른 농장인 산 로렌조는 최고의 농업 기술과 노하우로 좋은 품질의 커피를 생산합니다. 특히 이 커피는 엿기름과 같은 구수한 바디감을 가진 밸런스가 뛰어난 커피입니다.,커넥츠커피,,
보케테 핀카 레리다 파나마,,8,8,6,,2.0,파나마,"로스티드 아몬드, 로즈워터, 크래커,케인슈가, 초콜렛",땡큐로스터스,,
콜롬비아 메사 알타,,6,8,8,,6.0,콜롬비아,"복합적인 붉은 과일향, 레드와인과 럼, 베리잼의 풍미, 카카오의 여운을 가진 커피입니다.",오프사이트,,
케냐 캄왕기 AA,,8,8,6,,5.0,케냐,설탕의 단맛과 자몽의 쌉싸름한 맛이 입안에서 부드럽게 어우러집니다.,수수커피,,
에티오피아 반티넨카,,6,6,2,,4.0,에티오피아,핵과와 적포도의 상큼달콤한 조화,UFO 커피로스터스,,
콜롬비아 디카페인 한국커피 셀렉션,,4,8,6,,6.0,콜롬비아,"견과류의 고소함, 은은한 단맛과 크림처럼 부드러운 식감이 식을 때까지 유지돼요.",한국커피,,
콜롬비아 라 카바나 게이샤 애너러빅 내추럴,,6,8,4,,5.0,콜롬비아,"딸기, 포도의 복합적인 향미와 은은한 브라운 치즈의 단향이 좋습니다.",필리그리커피,,
디카페인 스프링 블렌드,,8,6,6,,5.0,"에티오피아, 에티오피아","CUSP의 자신있는 아프리칸 디카페인 블렌딩 커피로서, 딸기의 기분좋은 베리류향과 함께 은은하게 퍼지는 꽃향에 새콤 달콤 레몬과 꿀향이 함께, 디카페인 커피도 향긋할 수 있다는 걸 느낄 수 있는 블렌딩 커피입니다. 마치 일반 아프리카 커피처럼 향긋함과 산미가 살아있어, 디카페인 커피 중에서 산미있는 커피를 원하시는 분들에게 세팅하기 좋은 커피입니다.",커스프 커피,,
날아올라,,8,8,8,,2.0,에티오피아,"꽃처럼, 향수처럼, 아름다운 커피",나무사이로,,
온두라스 엘 파라이소 파카야리토 허니,,4,8,6,,4.0,온두라스,파라이네마 품종으로 깨끗하고 부드러운 과일과 달콤한 향이 균형잡힌 커피입니다.,싸인포스트커피,,
(필터)디카페인 아티틀란 SHB 마운틴워터 과테말라,,6,6,6,,4.0,아티틀란,"노트: 시트러스, 허니, 밀크초콜렛",땡큐로스터스,,
케냐 가차타 AA,,8,8,6,,4.0,케냐,"상큼한 포도, 흑설탕의 달콤함과 어울려 은은한 향이 매력적인 커피입니다.",수수커피,,
과테말라 파노라마,,2,8,6,,6.0,버번 (Bourbon),달콤하고 고소한 견과류의 맛과 향,UFO 커피로스터스,,
에티오피아 예가체프 첼바 G1 내츄럴,,8,8,6,,4.0,에티오피아,복합적인 베리류의 향과 산미 황설탕과 초콜릿의 단맛이 느껴지는 싱글오리진 커피입니다.,카페소소한사치,,
브라이트,,8,6,4,,4.0,"에티오피아, 코스타리카","복숭아, 살구와 같은 핵과의 향미와 단맛이 잘 표현되며, 부담스럽지 않은 산미가 조화로운 스페셜티 블렌드입니다. * 이일용 로스터의 한마디 * 커넥츠커피라는 브랜드를 만들고 첫 해에 호주 로스팅 대회에 출품하여 브론즈 메달을 안겨준 블렌딩입니다. 산미 있고 쥬시하지만 너무 신게 싫다면 저희 브라이트 블렌드 한번 드셔보세요. 브라이트 블렌드는 커넥츠커...",커넥츠커피,,
백야 블렌드,,8,8,6,,6.0,"브라질, 에티오피아","견과류의 고소한 맛과 은은한 산미, 부드러운 바디감을 가진 커피입니다.",오프사이트,,
콜롬비아 아마티보 로꼬시리즈 윈터라거 게이샤,,8,8,6,,4.0,콜롬비아,"라임, 자몽같은 상큼한 산미와 석류, 꿀 같은 단맛이 좋은 커피입니다.",필리그리커피,,
하이로 디카프리오,,8,8,6,,5.0,콜롬비아,"건포도?·?건자두의 새콤함, 뒤이은 아몬드와 밤꿀의 단맛과 초콜릿의 질감이 좋은 마이크로랏 디카페인 커피입니다.",나무사이로,,
과테말라 안티구아 파노라마 SHB EP 풀리워시드,,4,8,6,,5.0,Antigua,"안티구아 커피 특유의 풍부한 바디감과 입 안 가득 전달되는 단맛, 커피의 단맛과 여운을 끌어올려주는 적절한 산미로 균형감이 좋은 커피입니다. 과테말라 안티구아 커피의 견과류와 초콜렛 향이 가득한 안티구아 핀카 엘 파노라마는 대중적이면서도 높은 수준의 균형을 보여줍니다. 또한, 퀄리티 대비 저렴한 수준의 가격으로 더욱 매력적인 커피입니다. 컵노트: 마...",커스프 커피,,
아리차 스페셜 G1 에티오피아,,8,6,4,,4.0,에티오피아,"매그놀리아,라이트 퍼플 그래이프,허벌,슈가리,크리미 바디",땡큐로스터스,,
콜롬비아 라 레오나 만다린,,8,8,6,,4.0,콜롬비아,"오렌지필, 만다린의 향과 시럽같은 단맛, 차(Tea)같은 바디감의 커피입니다.",오프사이트,,
콜롬비아 라 미란다3 패션후르츠,,2,8,2,,4.0,핑크 버번 (Pink Bourbon),"강한 패션후르츠의 향과 단맛, 기분좋은 산미",UFO 커피로스터스,,
ESPRESSO 3s,,6,8,6,,7.0,"에티오피아, 온두라스","한국커피는 원두의 재료가 되는 생두 구매를 위해 매해 산지로 떠납니다. ESPRESSO 3s는 매해 들여오는 생두 중 가장 맛있는 것들을 골라 선보이는 한국커피의 시즈널 블렌드 입니다. ESPRESSO 3s는 과일잼의 단맛과 촉감, 홍차의 풍성한 향이 매력적입니다.",한국커피,,
싸우스폴 블렌드,,2,8,8,,6.0,"브라질, 인도네시아",다크초콜릿과 카라멜향이 느껴지는 은은한 단맛과 클린함이 느껴집니다.,싸인포스트커피,,
에티오피아 예가체프 G1 할로 베리티 워시드,,6,8,4,,4.0,에티오피아,은은한 자스민 향과 더불어 복숭아와 오렌지의 상큼한 과일을 느끼기 좋은 커피입니다. 밀크 카라멜 같은 부드럽고 진한 단맛이 잘 받쳐주는 높은 품질의 에티오피아 워시드 커피입니다.,필리그리커피,,
와이칸 다크,,8,10,8,,7.0,과테말라,"다크초콜릿, 블랙체리, 솔티드카라멜의 쌉쌀하고 단 맛이 일품이며 뒷 여운이 깔끔해요.",나무사이로,,
ETNA(에트나),,6,8,6,,5.0,"콜롬비아, 에티오피아, 브라질","볶은 견과류의 고소한 단맛과 부드럽고 차분한 상큼함은 물론, 은은하게 느껴지는 헤이즐넛의 풍미를 가득 담은 커피입니다. 아메리카노에서는 특유의 깊고 진한 풍미를 보여주며, 묵직하면서도 부드러운 질감에 깨끗하게 떨어지는 피니쉬가 특징인 에스프레소 블렌드입니다.",마그마커피,,
파푸아뉴기니 AA 쿠아 블루마운틴 풀리워시드,,6,8,6,,5.0,파푸아뉴기니,"세계 3대 커피인 자메이카 블루마운틴 원종을 파푸아뉴기니 쿠아 마운틴의 1,400m 고지에서 재배한 AA 쿠아 블루마운틴은 국내에 많이 들어오지 않는 파푸아뉴기니 최고 등급인 더블 A 등급의 스페셜티입니다. 블루마운틴 특유의 밸런스와 깔끔하면서도 고소하고 단맛이 충분히 받쳐주는 최고 수준의 커피입니다. 컵노트: 무화과, 밀크초콜릿, 브라운슈가",커스프 커피,,
(에스프레소)디카페인 아티틀란 SHB 마운틴워터 과테말라,,6,6,6,,4.0,아티틀란,"노트: 시트러스, 허니, 밀크초콜렛",땡큐로스터스,,
Campfire (캠프파이어),,2,8,10,,6.0,"브라질, 인도",견과류의 고소함과 후미에 남는 초콜릿한 느낌 큰사이즈 컵이나 묵직한 커피를 찾는분들께 추천,UFO 커피로스터스,,
에티오피아 시다마 파피초 내추럴,,6,10,4,,2.0,에티오피아,"장미꽃 향기, 풍부한 열대 과일의 맛과 향이 크리미하게 입안에서 느껴집니다. 네추럴 특유의 과한 발효향이 없고 부드럽습니다.",싸인포스트커피,,
온두라스 엘 사나테 파카스 워시드,,6,8,6,,5.0,온두라스,블랙베리와 조청같은 향미가 느껴지는 커피입니다. 밸런스가 좋으며 데일리커피로 추천합니다.,필리그리커피,,
콜롬비아 수프리모 후일라 산 비센테 라 플라타,,8,6,6,,5.0,콜롬비아,"콜롬비아 후일라 산 비센테 라 플라타는 레지오날 플루소르 등급 (85점 이상, 수분율 10~11% 사이)의 마이크로랏 스페셜티입니다. 콜롬비아 커피의 특징인 고소함과 단맛을 적절히 받쳐주는 산미가 적절하게 균형을 갖추고 있으며, 콤롬비아 스페셜티의 전형적인 느낌을 갖추고 있습니다. 옅은 산미가 들어있는 균형감있는 커피를 선호하시는 분께 추천드립니다. ...",커스프 커피,,
나비,,8,10,8,,5.0,"에티오피아, 콜롬비아","아카시아, 라일락 같은 꽃 향기가 아름다워요. 오렌지, 스피아민트 향미가 달고 맛있어요.",나무사이로,,
케냐 AA TOP 키안두 스페셜티 풀리워시드,,8,8,6,,5.0,케냐,"키안두 커피는 니에리 지역의 게냐산 해발 1,800m의 커피 재배에 최적의 조건을 갖춘 키안두 커피농장에서 현대적인 관리를 통해 지속적으로 TOP 그레이드의 커피를 생산하고 있습니다. 케냐 스페셜티 만의 복숭아류의 과일향을 머금어 과일향과 고소함이 잘 어울려 입 안에 기분 좋은 여운을 오랫동안 남겨줍니다. 컵노트: 복숭아, 살구, 자몽, 오렌지, 슈가케인",커스프 커피,,
다크우드,,6,10,8,,7.0,"과테말라, 에티오피아",다크우드 블렌드는 첼로 선율처럼 묵직하면서도 매끄럽고 오랫동안 입안을 맴도는 여운이 있는 커피 입니다. 농밀한 단맛이 특징입니다.,나무사이로,,
윈터 블렌드,,2,6,8,,6.0,"인도네시아, 브라질, 과테말라","이름에 걸맞게 추운 겨울 떠오르는 묵직한맛의 정석의 CUSP 블렌드 커피입니다. 와인을 숙성한듯 깊은 향이 느껴지는 오크의 숙성향과 , 군밤의 고소하고 묵직한 맛과 함께 중후한 시가의 향이 입안 가득퍼지며, 추운 겨울 벽난로가 생각나는 커피라고 표현하고 싶습니다. 묵직하고 다크한 맛의 커피를 추구하는 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.",커스프 커피,,
인도네시아 만델링 G1 트리플픽,,2,8,8,,6.0,인도네시아,"인도네시아 만델링 트리플 픽 G1 커피는 산지에서 세 번에 걸친 핸드피킹을 통해 품질을 높였으며, 인도네시아 길링바사 프로세스 특유의 단맛과 강한 바디감, 스모키한 향을 간직한 커피입니다. 국내에서는 별다방 커피를 떠올릴 수 있는 진한 커피이며, 산미가 거의 느껴지지 않습니다. 컵노트: 당밀, 다크초콜릿, 시가",커스프 커피,,
